"Entrez.ID"	"Gene.name"
4606	"MYBPC2"
4607	"MYBPC3"
4608	"MYBPH"
4609	"MYC"
4610	"MYCL"
4613	"MYCN"
4615	"MYD88"
4616	"GADD45B"
4617	"MYF5"
4618	"MYF6"
4619	"MYH1"
4620	"MYH2"
4621	"MYH3"
4622	"MYH4"
4624	"MYH6"
4625	"MYH7"
4626	"MYH8"
4627	"MYH9"
4628	"MYH10"
4629	"MYH11"
4632	"MYL1"
4633	"MYL2"
4634	"MYL3"
4635	"MYL4"
4636	"MYL5"
4638	"MYLK"
4640	"MYO1A"
4641	"MYO1C"
4642	"MYO1D"
4643	"MYO1E"
4644	"MYO5A"
4646	"MYO6"
4647	"MYO7A"
4648	"MYO7B"
4649	"MYO9A"
4650	"MYO9B"
4651	"MYO10"
4653	"MYOC"
4654	"MYOD1"
4656	"MYOG"
4659	"PPP1R12A"
4660	"PPP1R12B"
4661	"MYT1"
4664	"NAB1"
4665	"NAB2"
4666	"NACA"
4668	"NAGA"
4669	"NAGLU"
4670	"HNRNPM"
4671	"NAIP"
4673	"NAP1L1"
4674	"NAP1L2"
4675	"NAP1L3"
4676	"NAP1L4"
4677	"NARS"
4678	"NASP"
4681	"NBL1"
4682	"NUBP1"
4683	"NBN"
4684	"NCAM1"
4685	"NCAM2"
4686	"NCBP1"
4688	"NCF2"
4689	"NCF4"
4690	"NCK1"
4691	"NCL"
4692	"NDN"
4693	"NDP"
4694	"NDUFA1"
4695	"NDUFA2"
4696	"NDUFA3"
4697	"NDUFA4"
4698	"NDUFA5"
4700	"NDUFA6"
4701	"NDUFA7"
4702	"NDUFA8"
4703	"NEB"
4704	"NDUFA9"
4706	"NDUFAB1"
4707	"NDUFB1"
4708	"NDUFB2"
4709	"NDUFB3"
4710	"NDUFB4"
4711	"NDUFB5"
4712	"NDUFB6"
4713	"NDUFB7"
4714	"NDUFB8"
4717	"NDUFC1"
4718	"NDUFC2"
4719	"NDUFS1"
4720	"NDUFS2"
4722	"NDUFS3"
4723	"NDUFV1"
4724	"NDUFS4"
4726	"NDUFS6"
4728	"NDUFS8"
4729	"NDUFV2"
4733	"DRG1"
4734	"NEDD4"
4735	"SEPT2"
4736	"RPL10A"
4738	"NEDD8"
4741	"NEFM"
4744	"NEFH"
4745	"NELL1"
4747	"NEFL"
4750	"NEK1"
4751	"NEK2"
4752	"NEK3"
4753	"NELL2"
4756	"NEO1"
4758	"NEU1"
4759	"NEU2"
4760	"NEUROD1"
4762	"NEUROG1"
4763	"NF1"
4771	"NF2"
4772	"NFATC1"
4775	"NFATC3"
4776	"NFATC4"
4778	"NFE2"
4779	"NFE2L1"
4780	"NFE2L2"
4781	"NFIB"
4782	"NFIC"
4783	"NFIL3"
4784	"NFIX"
4790	"NFKB1"
4791	"NFKB2"
4792	"NFKBIA"
4793	"NFKBIB"
4794	"NFKBIE"
4795	"NFKBIL1"
4796	"TONSL"
4798	"NFRKB"
4799	"NFX1"
4800	"NFYA"
4802	"NFYC"
4803	"NGF"
4804	"NGFR"
4807	"NHLH1"
4808	"NHLH2"
4809	"NHP2L1"
4811	"NID1"
4814	"NINJ1"
4815	"NINJ2"
4817	"NIT1"
4818	"NKG7"
4820	"NKTR"
4821	"NKX2-2"
4824	"NKX3-1"
4825	"NKX6-1"
4826	"NNAT"
4828	"NMB"
4829	"NMBR"
4832	"NME3"
4833	"NME4"
4835	"NQO2"
4836	"NMT1"
4837	"NNMT"
4839	"NOP2"
4841	"NONO"
4842	"NOS1"
4843	"NOS2"
4846	"NOS3"
4848	"CNOT2"
4849	"CNOT3"
4850	"CNOT4"
4851	"NOTCH1"
4852	"NPY"
4853	"NOTCH2"
4854	"NOTCH3"
4855	"NOTCH4"
4856	"NOV"
4857	"NOVA1"
4858	"NOVA2"
4860	"PNP"
4861	"NPAS1"
4862	"NPAS2"
4863	"NPAT"
4864	"NPC1"
4867	"NPHP1"
4868	"NPHS1"
4869	"NPM1"
4878	"NPPA"
4879	"NPPB"
4880	"NPPC"
4881	"NPR1"
4882	"NPR2"
4883	"NPR3"
4884	"NPTX1"
4885	"NPTX2"
4886	"NPY1R"
4887	"NPY2R"
4889	"NPY5R"
4891	"SLC11A2"
4892	"NRAP"
4893	"NRAS"
4897	"NRCAM"
4898	"NRD1"
4899	"NRF1"
4900	"NRGN"
4901	"NRL"
4902	"NRTN"
4905	"NSF"
4907	"NT5E"
4908	"NTF3"
4913	"NTHL1"
4914	"NTRK1"
4915	"NTRK2"
4916	"NTRK3"
4917	"NTN3"
4919	"ROR1"
4920	"ROR2"
4921	"DDR2"
4922	"NTS"
4923	"NTSR1"
4924	"NUCB1"
4925	"NUCB2"
4926	"NUMA1"
4927	"NUP88"
4928	"NUP98"
4929	"NR4A2"
4931	"NVL"
4935	"GPR143"
4938	"OAS1"
4939	"OAS2"
4940	"OAS3"
4942	"OAT"
4946	"OAZ1"
4947	"OAZ2"
4948	"OCA2"
4952	"OCRL"
4953	"ODC1"
4956	"ODF1"
4957	"ODF2"
4958	"OMD"
4967	"OGDH"
4968	"OGG1"
4969	"OGN"
4973	"OLR1"
4974	"OMG"
4975	"OMP"
4978	"OPCML"
4982	"TNFRSF11B"
4983	"OPHN1"
4985	"OPRD1"
4986	"OPRK1"
4987	"OPRL1"
4988	"OPRM1"
4990	"SIX6"
4991	"OR1D2"
4992	"OR1F1"
4993	"OR2C1"
4994	"OR3A1"
4995	"OR3A2"
4998	"ORC1"
4999	"ORC2"
5000	"ORC4"
5001	"ORC5"
5002	"SLC22A18"
5003	"SLC22A18AS"
5004	"ORM1"
5007	"OSBP"
5008	"OSM"
5009	"OTC"
5010	"CLDN11"
5016	"OVGP1"
5017	"OVOL1"
5018	"OXA1L"
5019	"OXCT1"
5020	"OXT"
5021	"OXTR"
5023	"P2RX1"
5024	"P2RX3"
5025	"P2RX4"
5026	"P2RX5"
5027	"P2RX7"
5028	"P2RY1"
5029	"P2RY2"
5030	"P2RY4"
5031	"P2RY6"
5033	"P4HA1"
5034	"P4HB"
5036	"PA2G4"
5037	"PEBP1"
5042	"PABPC3"
5045	"FURIN"
5046	"PCSK6"
5047	"PAEP"
5048	"PAFAH1B1"
5049	"PAFAH1B2"
5050	"PAFAH1B3"
5051	"PAFAH2"
5052	"PRDX1"
5053	"PAH"
5054	"SERPINE1"
5055	"SERPINB2"
5058	"PAK1"
5062	"PAK2"
5063	"PAK3"
5064	"PALM"
5066	"PAM"
5068	"REG3A"
5069	"PAPPA"
5071	"PARK2"
5073	"PARN"
5074	"PAWR"
5075	"PAX1"
5076	"PAX2"
5077	"PAX3"
5078	"PAX4"
5079	"PAX5"
5080	"PAX6"
5081	"PAX7"
5082	"PDCL"
5083	"PAX9"
5087	"PBX1"
5089	"PBX2"
5090	"PBX3"
5091	"PC"
5092	"PCBD1"
5093	"PCBP1"
5094	"PCBP2"
5095	"PCCA"
5096	"PCCB"
5097	"PCDH1"
5099	"PCDH7"
5100	"PCDH8"
5101	"PCDH9"
5104	"SERPINA5"
5105	"PCK1"
5106	"PCK2"
5108	"PCM1"
5110	"PCMT1"
5111	"PCNA"
5116	"PCNT"
5118	"PCOLCE"
5119	"CHMP1A"
5121	"PCP4"
5122	"PCSK1"
5125	"PCSK5"
5126	"PCSK2"
5127	"CDK16"
5128	"CDK17"
5129	"CDK18"
5130	"PCYT1A"
5132	"PDC"
5133	"PDCD1"
5134	"PDCD2"
5136	"PDE1A"
5137	"PDE1C"
5138	"PDE2A"
5139	"PDE3A"
5140	"PDE3B"
5141	"PDE4A"
5142	"PDE4B"
5143	"PDE4C"
5144	"PDE4D"
5145	"PDE6A"
5146	"PDE6C"
5147	"PDE6D"
5148	"PDE6G"
5149	"PDE6H"
5151	"PDE8A"
5152	"PDE9A"
5153	"PDE1B"
5155	"PDGFB"
5156	"PDGFRA"
5157	"PDGFRL"
5158	"PDE6B"
5159	"PDGFRB"
5160	"PDHA1"
5161	"PDHA2"
5162	"PDHB"
5163	"PDK1"
5164	"PDK2"
5165	"PDK3"
5166	"PDK4"
5167	"ENPP1"
5168	"ENPP2"
5170	"PDPK1"
5172	"SLC26A4"
5173	"PDYN"
5174	"PDZK1"
5176	"SERPINF1"
5179	"PENK"
5184	"PEPD"
5187	"PER1"
5188	"GATB"
5189	"PEX1"
5190	"PEX6"
5191	"PEX7"
5192	"PEX10"
5193	"PEX12"
5194	"PEX13"
5195	"PEX14"
5196	"PF4"
5197	"PF4V1"
5198	"PFAS"
5199	"CFP"
5201	"PFDN1"
5202	"PFDN2"
5203	"PFDN4"
5204	"PFDN5"
5205	"ATP8B1"
5207	"PFKFB1"
5208	"PFKFB2"
5209	"PFKFB3"
5210	"PFKFB4"
5211	"PFKL"
5213	"PFKM"
5214	"PFKP"
5216	"PFN1"
5217	"PFN2"
5218	"CDK14"
5223	"PGAM1"
5224	"PGAM2"
5225	"PGC"
5226	"PGD"
5228	"PGF"
5229	"PGGT1B"
5230	"PGK1"
5232	"PGK2"
5236	"PGM1"
5238	"PGM3"
5239	"PGM5"
5241	"PGR"
5243	"ABCB1"
5244	"ABCB4"
5245	"PHB"
5250	"SLC25A3"
5251	"PHEX"
5252	"PHF1"
5253	"PHF2"
5255	"PHKA1"
5256	"PHKA2"
5257	"PHKB"
5260	"PHKG1"
5261	"PHKG2"
5264	"PHYH"
5265	"SERPINA1"
5266	"PI3"
5267	"SERPINA4"
5268	"SERPINB5"
5269	"SERPINB6"
5270	"SERPINE2"
5271	"SERPINB8"
5272	"SERPINB9"
5273	"SERPINB10"
5274	"SERPINI1"
5275	"SERPINB13"
5276	"SERPINI2"
5277	"PIGA"
5279	"PIGC"
5281	"PIGF"
5283	"PIGH"
5284	"PIGR"
5286	"PIK3C2A"
5287	"PIK3C2B"
5288	"PIK3C2G"
5289	"PIK3C3"
5290	"PIK3CA"
5291	"PIK3CB"
5292	"PIM1"
5293	"PIK3CD"
5294	"PIK3CG"
5295	"PIK3R1"
5296	"PIK3R2"
5297	"PI4KA"
5298	"PI4KB"
5300	"PIN1"
5303	"PIN4"
5304	"PIP"
5305	"PIP4K2A"
5306	"PITPNA"
5307	"PITX1"
5308	"PITX2"
5309	"PITX3"
5310	"PKD1"
5311	"PKD2"
5313	"PKLR"
5315	"PKM"
5316	"PKNOX1"
5317	"PKP1"
5318	"PKP2"
5319	"PLA2G1B"
5320	"PLA2G2A"
5321	"PLA2G4A"
5322	"PLA2G5"
5324	"PLAG1"
5325	"PLAGL1"
5326	"PLAGL2"
5327	"PLAT"
5328	"PLAU"
5329	"PLAUR"
5330	"PLCB2"
5331	"PLCB3"
5332	"PLCB4"
5333	"PLCD1"
5334	"PLCL1"
5335	"PLCG1"
5336	"PLCG2"
5337	"PLD1"
5338	"PLD2"
5339	"PLEC"
5340	"PLG"
5341	"PLEK"
5345	"SERPINF2"
5346	"PLIN1"
5347	"PLK1"
5348	"FXYD1"
5349	"FXYD3"
5350	"PLN"
5351	"PLOD1"
5352	"PLOD2"
5354	"PLP1"
5355	"PLP2"
5357	"PLS1"
5358	"PLS3"
5359	"PLSCR1"
5360	"PLTP"
5361	"PLXNA1"
5362	"PLXNA2"
5364	"PLXNB1"
5365	"PLXNB3"
5366	"PMAIP1"
5367	"PMCH"
5368	"PNOC"
5369	"PMCHL1"
5371	"PML"
5372	"PMM1"
5373	"PMM2"
5375	"PMP2"
5376	"PMP22"
5378	"PMS1"
5393	"EXOSC9"
5394	"EXOSC10"
5396	"PRRX1"
5406	"PNLIP"
5407	"PNLIPRP1"
5408	"PNLIPRP2"
5409	"PNMT"
5411	"PNN"
5412	"UBL3"
5414	"SEPT4"
5420	"PODXL"
5422	"POLA1"
5423	"POLB"
5424	"POLD1"
5425	"POLD2"
5426	"POLE"
5427	"POLE2"
5428	"POLG"
5429	"POLH"
5430	"POLR2A"
5431	"POLR2B"
5432	"POLR2C"
5433	"POLR2D"
5434	"POLR2E"
5435	"POLR2F"
5436	"POLR2G"
5437	"POLR2H"
5438	"POLR2I"
5440	"POLR2K"
5441	"POLR2L"
5442	"POLRMT"
5443	"POMC"
5444	"PON1"
5445	"PON2"
5446	"PON3"
5447	"POR"
5449	"POU1F1"
5450	"POU2AF1"
5451	"POU2F1"
5452	"POU2F2"
5453	"POU3F1"
5454	"POU3F2"
5455	"POU3F3"
5456	"POU3F4"
5457	"POU4F1"
5458	"POU4F2"
5459	"POU4F3"
5464	"PPA1"
5465	"PPARA"
5467	"PPARD"
5468	"PPARG"
5469	"MED1"
5470	"PPEF2"
5471	"PPAT"
5473	"PPBP"
5475	"PPEF1"
5476	"CTSA"
5479	"PPIB"
5480	"PPIC"
5481	"PPID"
5493	"PPL"
5494	"PPM1A"
5495	"PPM1B"
5496	"PPM1G"
5498	"PPOX"
5499	"PPP1CA"
5500	"PPP1CB"
5501	"PPP1CC"
5502	"PPP1R1A"
5504	"PPP1R2"
5507	"PPP1R3C"
5509	"PPP1R3D"
5510	"PPP1R7"
5511	"PPP1R8"
5514	"PPP1R10"
5515	"PPP2CA"
5516	"PPP2CB"
5518	"PPP2R1A"
5519	"PPP2R1B"
5520	"PPP2R2A"
5521	"PPP2R2B"
5523	"PPP2R3A"
5524	"PPP2R4"
5525	"PPP2R5A"
5526	"PPP2R5B"
5527	"PPP2R5C"
5528	"PPP2R5D"
5529	"PPP2R5E"
5530	"PPP3CA"
5531	"PPP4C"
5532	"PPP3CB"
5533	"PPP3CC"
5536	"PPP5C"
5537	"PPP6C"
5538	"PPT1"
5539	"PPY"
5540	"NPY4R"
5546	"PRCC"
5547	"PRCP"
5549	"PRELP"
5550	"PREP"
5551	"PRF1"
5552	"SRGN"
5553	"PRG2"
5557	"PRIM1"
5558	"PRIM2"
5562	"PRKAA1"
5563	"PRKAA2"
5564	"PRKAB1"
5565	"PRKAB2"
5566	"PRKACA"
5567	"PRKACB"
5568	"PRKACG"
5569	"PKIA"
5571	"PRKAG1"
5573	"PRKAR1A"
5576	"PRKAR2A"
5577	"PRKAR2B"
5578	"PRKCA"
5579	"PRKCB"
5580	"PRKCD"
5581	"PRKCE"
5582	"PRKCG"
5583	"PRKCH"
5584	"PRKCI"
5585	"PKN1"
5586	"PKN2"
5587	"PRKD1"
5588	"PRKCQ"
5589	"PRKCSH"
5590	"PRKCZ"
5591	"PRKDC"
5592	"PRKG1"
5593	"PRKG2"
5594	"MAPK1"
5595	"MAPK3"
5596	"MAPK4"
5597	"MAPK6"
5598	"MAPK7"
5599	"MAPK8"
5600	"MAPK11"
5601	"MAPK9"
5602	"MAPK10"
5603	"MAPK13"
5604	"MAP2K1"
5605	"MAP2K2"
5606	"MAP2K3"
5607	"MAP2K5"
5608	"MAP2K6"
5609	"MAP2K7"
5610	"EIF2AK2"
5611	"DNAJC3"
5612	"PRKRIR"
5613	"PRKX"
5616	"PRKY"
5617	"PRL"
5618	"PRLR"
5619	"PRM1"
5620	"PRM2"
5621	"PRNP"
5623	"PSPN"
5624	"PROC"
5625	"PRODH"
5626	"PROP1"
5627	"PROS1"
5629	"PROX1"
5630	"PRPH"
5631	"PRPS1"
5634	"PRPS2"
5635	"PRPSAP1"
5636	"PRPSAP2"
5638	"PRRG1"
5639	"PRRG2"
5641	"LGMN"
5644	"PRSS1"
5645	"PRSS2"
5646	"PRSS3"
5648	"MASP1"
5649	"RELN"
5650	"KLK7"
5651	"TMPRSS15"
5652	"PRSS8"
5653	"KLK6"
5654	"HTRA1"
5655	"KLK10"
5657	"PRTN3"
5660	"PSAP"
5662	"PSD"
5663	"PSEN1"
5664	"PSEN2"
5670	"PSG2"
5671	"PSG3"
5672	"PSG4"
5673	"PSG5"
5675	"PSG6"
5676	"PSG7"
5678	"PSG9"
5681	"PSKH1"
5682	"PSMA1"
5683	"PSMA2"
5684	"PSMA3"
5685	"PSMA4"
5686	"PSMA5"
5688	"PSMA7"
5689	"PSMB1"
5690	"PSMB2"
5691	"PSMB3"
5692	"PSMB4"
5693	"PSMB5"
5694	"PSMB6"
5695	"PSMB7"
5696	"PSMB8"
5697	"PYY"
5698	"PSMB9"
5699	"PSMB10"
5700	"PSMC1"
5701	"PSMC2"
5702	"PSMC3"
5704	"PSMC4"
5705	"PSMC5"
5706	"PSMC6"
5707	"PSMD1"
5709	"PSMD3"
5710	"PSMD4"
5711	"PSMD5"
5713	"PSMD7"
5714	"PSMD8"
5715	"PSMD9"
5716	"PSMD10"
5717	"PSMD11"
5718	"PSMD12"
5719	"PSMD13"
5720	"PSME1"
5721	"PSME2"
5723	"PSPH"
5724	"PTAFR"
5725	"PTBP1"
5727	"PTCH1"
5728	"PTEN"
5729	"PTGDR"
5730	"PTGDS"
5731	"PTGER1"
5732	"PTGER2"
5733	"PTGER3"
5734	"PTGER4"
5737	"PTGFR"
5739	"PTGIR"
5740	"PTGIS"
5741	"PTH"
5742	"PTGS1"
5743	"PTGS2"
5744	"PTHLH"
5745	"PTH1R"
5747	"PTK2"
5753	"PTK6"
5754	"PTK7"
5756	"TWF1"
5763	"PTMS"
5764	"PTN"
5768	"QSOX1"
5770	"PTPN1"
5771	"PTPN2"
5774	"PTPN3"
5775	"PTPN4"
5777	"PTPN6"
5778	"PTPN7"
5780	"PTPN9"
5781	"PTPN11"
5782	"PTPN12"
5783	"PTPN13"
5784	"PTPN14"
5786	"PTPRA"
5787	"PTPRB"
5788	"PTPRC"
5789	"PTPRD"
5790	"PTPRCAP"
5791	"PTPRE"
5792	"PTPRF"
5793	"PTPRG"
5794	"PTPRH"
5795	"PTPRJ"
5796	"PTPRK"
5797	"PTPRM"
5798	"PTPRN"
5799	"PTPRN2"
5800	"PTPRO"
5801	"PTPRR"
5802	"PTPRS"
5803	"PTPRZ1"
5805	"PTS"
5806	"PTX3"
5810	"RAD1"
5813	"PURA"
5816	"PVALB"
5817	"PVR"
5818	"PVRL1"
5819	"PVRL2"
5822	"PWP2"
5824	"PEX19"
5825	"ABCD3"
5826	"ABCD4"
5827	"PXMP2"
5828	"PEX2"
5829	"PXN"
5830	"PEX5"
5831	"PYCR1"
5832	"ALDH18A1"
5833	"PCYT2"
5834	"PYGB"
5836	"PYGL"
5837	"PYGM"
5858	"PZP"
5859	"QARS"
5860	"QDPR"
5861	"RAB1A"
5862	"RAB2A"
5863	"RGL2"
5864	"RAB3A"
5865	"RAB3B"
5866	"RAB3IL1"
5867	"RAB4A"
5868	"RAB5A"
5869	"RAB5B"
5870	"RAB6A"
5871	"MAP4K2"
5872	"RAB13"
5873	"RAB27A"
5874	"RAB27B"
5875	"RABGGTA"
5876	"RABGGTB"
5877	"RABIF"
5878	"RAB5C"
5880	"RAC2"
5881	"RAC3"
5883	"RAD9A"
5884	"RAD17"
5885	"RAD21"
5886	"RAD23A"
5887	"RAD23B"
5888	"RAD51"
5889	"RAD51C"
5890	"RAD51B"
5891	"MOK"
5892	"RAD51D"
5893	"RAD52"
5894	"RAF1"
5896	"RAG1"
5897	"RAG2"
5898	"RALA"
5899	"RALB"
5901	"RAN"
5902	"RANBP1"
5903	"RANBP2"
5905	"RANGAP1"
5906	"RAP1A"
5909	"RAP1GAP"
5910	"RAP1GDS1"
5911	"RAP2A"
5912	"RAP2B"
5913	"RAPSN"
5914	"RARA"
5915	"RARB"
5916	"RARG"
5917	"RARS"
5918	"RARRES1"
5919	"RARRES2"
5920	"RARRES3"
5921	"RASA1"
5922	"RASA2"
5923	"RASGRF1"
5925	"RB1"
5926	"ARID4A"
5927	"KDM5A"
5928	"RBBP4"
5929	"RBBP5"
5930	"RBBP6"
5931	"RBBP7"
5932	"RBBP8"
5933	"RBL1"
5934	"RBL2"
5935	"RBM3"
5936	"RBM4"
5937	"RBMS1"
5939	"RBMS2"
5947	"RBP1"
5950	"RBP4"
5954	"RCN1"
5955	"RCN2"
5957	"RCVRN"
5959	"RDH5"
5961	"PRPH2"
5962	"RDX"
5965	"RECQL"
5966	"REL"
5967	"REG1A"
5968	"REG1B"
5969	"REG1P"
5970	"RELA"
5971	"RELB"
5972	"REN"
5973	"RENBP"
5976	"UPF1"
5977	"DPF2"
5978	"REST"
5980	"REV3L"
5981	"RFC1"
5982	"RFC2"
5983	"RFC3"
5985	"RFC5"
5987	"TRIM27"
5988	"RFPL1"
5989	"RFX1"
5990	"RFX2"
5991	"RFX3"
5993	"RFX5"
5994	"RFXAP"
5995	"RGR"
5997	"RGS2"
5998	"RGS3"
5999	"RGS4"
6000	"RGS7"
6001	"RGS10"
6002	"RGS12"
6003	"RGS13"
6004	"RGS16"
6005	"RHAG"
6006	"RHCE"
6007	"RHD"
6009	"RHEB"
6010	"RHO"
6011	"GRK1"
6013	"RLN1"
6014	"RIT2"
6015	"RING1"
6016	"RIT1"
6017	"RLBP1"
6018	"RLF"
6019	"RLN2"
6035	"RNASE1"
6037	"RNASE3"
6039	"RNASE6"
6041	"RNASEL"
6045	"RNF2"
6046	"BRD2"
6047	"RNF4"
6049	"RNF6"
6050	"RNH1"
6051	"RNPEP"
6059	"ABCE1"
6091	"ROBO1"
6093	"ROCK1"
6094	"ROM1"
6095	"RORA"
6096	"RORB"
6097	"RORC"
6098	"ROS1"
6102	"RP2"
6103	"RPGR"
6117	"RPA1"
6118	"RPA2"
6119	"RPA3"
6120	"RPE"
6121	"RPE65"
6122	"RPL3"
6123	"RPL3L"
6124	"RPL4"
6125	"RPL5"
6128	"RPL6"
6129	"RPL7"
6130	"RPL7A"
6132	"RPL8"
6133	"RPL9"
6134	"RPL10"
6135	"RPL11"
6136	"RPL12"
6138	"RPL15"
6139	"RPL17"
6141	"RPL18"
6143	"RPL19"
6146	"RPL22"
6147	"RPL23A"
6150	"MRPL23"
6152	"RPL24"
6155	"RPL27"
6156	"RPL30"
6158	"RPL28"
6160	"RPL31"
6161	"RPL32"
6165	"RPL35A"
6166	"RPL36AL"
6167	"RPL37"
6168	"RPL37A"
6169	"RPL38"
6170	"RPL39"
6171	"RPL41"
6173	"RPL36A"
6175	"RPLP0"
6176	"RPLP1"
6181	"RPLP2"
6182	"MRPL12"
6183	"MRPS12"
6184	"RPN1"
6185	"RPN2"
6187	"RPS2"
6189	"RPS3A"
6191	"RPS4X"
6192	"RPS4Y1"
6193	"RPS5"
6194	"RPS6"
6195	"RPS6KA1"
6196	"RPS6KA2"
6197	"RPS6KA3"
6198	"RPS6KB1"
6199	"RPS6KB2"
6201	"RPS7"
6202	"RPS8"
6203	"RPS9"
6204	"RPS10"
6205	"RPS11"
6206	"RPS12"
6208	"RPS14"
6209	"RPS15"
6210	"RPS15A"
6217	"RPS16"
6218	"RPS17"
6222	"RPS18"
6223	"RPS19"
6224	"RPS20"
6227	"RPS21"
6228	"RPS23"
6229	"RPS24"
6230	"RPS25"
6235	"RPS29"
6236	"RRAD"
6237	"RRAS"
6238	"RRBP1"
6239	"RREB1"
6240	"RRM1"
6241	"RRM2"
6247	"RS1"
6249	"CLIP1"
6251	"RSU1"
6252	"RTN1"
6253	"RTN2"
6256	"RXRA"
6257	"RXRB"
6258	"RXRG"
6261	"RYR1"
6262	"RYR2"
6263	"RYR3"
6271	"S100A1"
6272	"SORT1"
6273	"S100A2"
6274	"S100A3"
6275	"S100A4"
6276	"S100A5"
6277	"S100A6"
6278	"S100A7"
6279	"S100A8"
6280	"S100A9"
6281	"S100A10"
6282	"S100A11"
6283	"S100A12"
6285	"S100B"
6286	"S100P"
6291	"SAA4"
6293	"VPS52"
6294	"SAFB"
6295	"SAG"
6296	"ACSM3"
6297	"SALL2"
6299	"SALL1"
6301	"SARS"
6302	"TSPAN31"
6303	"SAT1"
6304	"SATB1"
6305	"SBF1"
6307	"MSMO1"
6309	"SC5D"
6310	"ATXN1"
6311	"ATXN2"
6314	"ATXN7"
6317	"SERPINB3"
6318	"SERPINB4"
6319	"SCD"
6320	"CLEC11A"
6322	"SCML1"
6324	"SCN1B"
6326	"SCN2A"
6327	"SCN2B"
6328	"SCN3A"
6329	"SCN4A"
6331	"SCN5A"
6332	"SCN7A"
6334	"SCN8A"
6335	"SCN9A"
6336	"SCN10A"
6337	"SCNN1A"
6338	"SCNN1B"
6339	"SCNN1D"
6340	"SCNN1G"
6342	"SCP2"
6343	"SCT"
6344	"SCTR"
6346	"CCL1"
6347	"CCL2"
6351	"CCL4"
6352	"CCL5"
6354	"CCL7"
6355	"CCL8"
6356	"CCL11"
6357	"CCL13"
6360	"CCL16"
6361	"CCL17"
6362	"CCL18"
6363	"CCL19"
6364	"CCL20"
6366	"CCL21"
6367	"CCL22"
6369	"CCL24"
6370	"CCL25"
6372	"CXCL6"
6373	"CXCL11"
6374	"CXCL5"
6376	"CX3CL1"
6382	"SDC1"
6383	"SDC2"
6385	"SDC4"
6386	"SDCBP"
6387	"CXCL12"
6388	"SDF2"
6389	"SDHA"
6390	"SDHB"
6391	"SDHC"
6392	"SDHD"
6396	"SEC13"
6397	"SEC14L1"
6398	"SECTM1"
6400	"SEL1L"
6401	"SELE"
6402	"SELL"
6403	"SELP"
6404	"SELPLG"
6405	"SEMA3F"
6406	"SEMG1"
6407	"SEMG2"
6414	"SEPP1"
6415	"SEPW1"
6416	"MAP2K4"
6418	"SET"
6419	"SETMAR"
6421	"SFPQ"
6422	"SFRP1"
6424	"SFRP4"
6425	"SFRP5"
6426	"SRSF1"
6427	"SRSF2"
6428	"SRSF3"
6429	"SRSF4"
6430	"SRSF5"
6431	"SRSF6"
6432	"SRSF7"
6433	"SFSWAP"
6434	"TRA2B"
6439	"SFTPB"
6440	"SFTPC"
6441	"SFTPD"
6442	"SGCA"
6443	"SGCB"
6445	"SGCG"
6446	"SGK1"
6447	"SCG5"
6448	"SGSH"
6449	"SGTA"
6450	"SH3BGR"
6451	"SH3BGRL"
6452	"SH3BP2"
6455	"SH3GL1"
6456	"SH3GL2"
6457	"SH3GL3"
6461	"SHB"
6462	"SHBG"
6464	"SHC1"
6468	"FBXW4"
6469	"SHH"
6470	"SHMT1"
6472	"SHMT2"
6473	"SHOX"
6474	"SHOX2"
6476	"SI"
6477	"SIAH1"
6478	"SIAH2"
6480	"ST6GAL1"
6482	"ST3GAL1"
6483	"ST3GAL2"
6484	"ST3GAL4"
6489	"ST8SIA1"
6490	"PMEL"
6491	"STIL"
6492	"SIM1"
6493	"SIM2"
6494	"SIPA1"
6495	"SIX1"
6496	"SIX3"
6497	"SKI"
6498	"SKIL"
6499	"SKIV2L"
6500	"SKP1"
6502	"SKP2"
6503	"SLA"
6504	"SLAMF1"
6505	"SLC1A1"
6506	"SLC1A2"
6507	"SLC1A3"
6508	"SLC4A3"
6509	"SLC1A4"
6510	"SLC1A5"
6511	"SLC1A6"
6512	"SLC1A7"
6513	"SLC2A1"
6514	"SLC2A2"
6515	"SLC2A3"
6517	"SLC2A4"
6518	"SLC2A5"
6519	"SLC3A1"
6521	"SLC4A1"
6522	"SLC4A2"
6523	"SLC5A1"
6524	"SLC5A2"
6525	"SMTN"
6526	"SLC5A3"
6527	"SLC5A4"
6528	"SLC5A5"
6529	"SLC6A1"
6530	"SLC6A2"
6531	"SLC6A3"
6532	"SLC6A4"
6534	"SLC6A7"
6535	"SLC6A8"
6536	"SLC6A9"
6538	"SLC6A11"
6539	"SLC6A12"
6540	"SLC6A13"
6541	"SLC7A1"
6542	"SLC7A2"
6543	"SLC8A2"
6545	"SLC7A4"
6546	"SLC8A1"
6548	"SLC9A1"
6549	"SLC9A2"
6550	"SLC9A3"
6553	"SLC9A5"
6554	"SLC10A1"
6555	"SLC10A2"
6556	"SLC11A1"
6557	"SLC12A1"
6558	"SLC12A2"
6559	"SLC12A3"
6560	"SLC12A4"
6561	"SLC13A1"
6563	"SLC14A1"
6564	"SLC15A1"
6565	"SLC15A2"
6566	"SLC16A1"
6567	"SLC16A2"
6568	"SLC17A1"
6569	"SLC34A1"
6570	"SLC18A1"
6571	"SLC18A2"
6572	"SLC18A3"
6573	"SLC19A1"
